mode,AOI,analysis_type,dataset,target_year,history,required_constituent_years,training_support,target_support,complete_block_count,status,reason,RMSE,MAE,Bias,R2,Pearson_r,n
valid_retrieval_no_high,AOI-02,MULTI_AOI,sensitivity,2025,W2022_2024,2022;2023;2024,1511,1103,6,ESTIMABLE,,0.08345490654561549,0.060630790345029946,0.026538215293863306,0.6457217815254381,0.8343367939646937,1103
valid_retrieval_no_high,AOI-03,MULTI_AOI,primary,2025,W2022,2022,10030,9322,35,ESTIMABLE,,0.03677964098060397,0.027741850141007246,0.0074635677135337685,0.861954340963434,0.9317552096621348,9322
valid_retrieval_no_high,AOI-03,MULTI_AOI,sensitivity,2025,W2022,2022,9440,8534,35,ESTIMABLE,,0.037274938572142355,0.028063723034361165,0.009701496946705086,0.8601003838708412,0.932830854859441,8534
valid_retrieval_no_high,AOI-03,MULTI_AOI,primary,2025,W2023,2023,8852,9322,35,ESTIMABLE,,0.044698311799913404,0.03624244392798886,0.025383832364633707,0.7961127704998615,0.9314587026513985,9322
valid_retrieval_no_high,AOI-03,MULTI_AOI,sensitivity,2025,W2023,2023,5189,8534,35,ESTIMABLE,,0.04049180085748066,0.0320293377456886,0.018490502255444314,0.8349114950532442,0.9327014567511732,8534
valid_retrieval_no_high,AOI-03,MULTI_AOI,primary,2025,W2024,2024,10134,9322,35,ESTIMABLE,,0.03783313456293764,0.029275904775324452,0.011605758503079183,0.8539328911020295,0.9315467673418729,9322
valid_retrieval_no_high,AOI-03,MULTI_AOI,sensitivity,2025,W2024,2024,9563,8534,35,ESTIMABLE,,0.03851296376930182,0.02968305357383798,0.01369975995323693,0.85065299002682,0.9327439696829851,8534
valid_retrieval_no_high,AOI-03,MULTI_AOI,primary,2025,W2022_2023,2022;2023,18882,9322,35,ESTIMABLE,,0.03959787148675906,0.031013048484901207,0.015827627468282528,0.8399884003757282,0.9315861157282401,9322
valid_retrieval_no_high,AOI-03,MULTI_AOI,sensitivity,2025,W2022_2023,2022;2023,14629,8534,35,ESTIMABLE,,0.03822638845934495,0.029274193062785992,0.012814584078350082,0.8528673057798826,0.9327671650201689,8534
valid_retrieval_no_high,AOI-03,MULTI_AOI,primary,2025,W2023_2024,2023;2024,18986,9322,35,ESTIMABLE,,0.04036082175725066,0.032027633365550506,0.017861925425941595,0.8337629653842307,0.9314929312459389,9322
valid_retrieval_no_high,AOI-03,MULTI_AOI,sensitivity,2025,W2023_2024,2023;2024,14752,8534,35,ESTIMABLE,,0.0391522893654018,0.030461368709234396,0.015382372819325607,0.8456534332551523,0.9327247887441079,8534
valid_retrieval_no_high,AOI-03,MULTI_AOI,primary,2025,W2022_2024,2022;2023;2024,29016,9322,35,ESTIMABLE,,0.03885535937353348,0.0303184931299491,0.014269369794490519,0.8459329938398575,0.9315690216747432,9322
valid_retrieval_no_high,AOI-03,MULTI_AOI,sensitivity,2025,W2022_2024,2022;2023;2024,24192,8534,35,ESTIMABLE,,0.03833564165951634,0.029428184769338984,0.013157198182532899,0.8520250766511297,0.9327579521989483,8534
strict_aerosol,AOI-00,MULTI_AOI,primary,2025,W2022,2022,13159,20017,39,ESTIMABLE,,0.04922975883032955,0.04030136819227294,-0.001051825924206623,0.7405386596973291,0.8607811944412894,20017
strict_aerosol,AOI-00,MULTI_AOI,sensitivity,2025,W2022,2022,12195,18964,39,ESTIMABLE,,0.061062668325072136,0.044618600363767386,0.021882349636342807,0.5459215251621462,0.7920080607193319,18964
strict_aerosol,AOI-00,MULTI_AOI,primary,2025,W2023,2023,12841,20017,39,ESTIMABLE,,0.050040270378964705,0.040883138443291736,-0.008832179468883867,0.7319248633892765,0.8607811944412886,20017
strict_aerosol,AOI-00,MULTI_AOI,sensitivity,2025,W2023,2023,12247,18964,39,ESTIMABLE,,0.05588667994357329,0.04020386237085163,0.0032193465776214044,0.61963900120597,0.7920080607193314,18964
strict_aerosol,AOI-00,MULTI_AOI,primary,2025,W2024,2024,18920,20017,39,ESTIMABLE,,0.05644209365083085,0.04587129704179493,-0.027287716492130534,0.6589457461127983,0.8607811944412875,20017
strict_aerosol,AOI-00,MULTI_AOI,sensitivity,2025,W2024,2024,13998,18964,39,ESTIMABLE,,0.059384764185833404,0.04419137875905256,-0.018275908208772153,0.5705333633372875,0.7920080607193318,18964
strict_aerosol,AOI-00,MULTI_AOI,primary,2025,W2022_2023,2022;2023,26000,20017,39,ESTIMABLE,,0.04947106938086972,0.04052913757545651,-0.005075015756932243,0.7379888113696362,0.8607811944412872,20017
strict_aerosol,AOI-00,MULTI_AOI,sensitivity,2025,W2022_2023,2022;2023,24442,18964,39,ESTIMABLE,,0.058137184700979325,0.04239971966754725,0.010575777028933829,0.5883886393495614,0.7920080607193319,18964
strict_aerosol,AOI-00,MULTI_AOI,primary,2025,W2023_2024,2023;2024,31761,20017,39,ESTIMABLE,,0.0530310819217106,0.04324926532253731,-0.01975046415360734,0.6989225592062891,0.8607811944412884,20017
strict_aerosol,AOI-00,MULTI_AOI,sensitivity,2025,W2023_2024,2023;2024,26245,18964,39,ESTIMABLE,,0.05681686262914062,0.041470466046909474,-0.008406256365390942,0.6068721094224316,0.792008060719332,18964
strict_aerosol,AOI-00,MULTI_AOI,primary,2025,W2022_2024,2022;2023;2024,44920,20017,39,ESTIMABLE,,0.05143113995008685,0.04213824442732101,-0.014888396042622938,0.7168154590562494,0.8607811944412878,20017
strict_aerosol,AOI-00,MULTI_AOI,sensitivity,2025,W2022_2024,2022;2023;2024,38440,18964,39,ESTIMABLE,,0.05744818432551703,0.042118526039694376,-0.0010826791967556459,0.5980870748321738,0.7920080607193312,18964
strict_aerosol,AOI-01,MULTI_AOI,primary,2025,W2022,2022,9709,9601,34,ESTIMABLE,,0.001242428429767229,0.0005031351925982338,5.742505955217569e-05,0.3999511273373355,0.7203625341946122,9601
strict_aerosol,AOI-01,MULTI_AOI,sensitivity,2025,W2022,2022,8375,6703,34,ESTIMABLE,,0.001503588385417191,0.000508025406248299,-0.00011451035384392542,0.17506966378202116,0.5638346345419978,6703
strict_aerosol,AOI-01,MULTI_AOI,primary,2025,W2023,2023,15205,9601,35,ESTIMABLE,,0.0012098680224037,0.0005576301745310038,0.0001593946556148428,0.4309900517005192,0.7134506875280094,9601
strict_aerosol,AOI-01,MULTI_AOI,sensitivity,2025,W2023,2023,11970,6703,35,ESTIMABLE,,0.001486195671303752,0.0005383536651888031,-6.370143026142743e-05,0.19404399730847366,0.558088848509828,6703
strict_aerosol,AOI-01,MULTI_AOI,primary,2025,W2024,2024,10862,9601,35,ESTIMABLE,,0.0012350993319251607,0.0005652125927523529,0.00014854235779041672,0.4070096353521019,0.7054465839794869,9601
strict_aerosol,AOI-01,MULTI_AOI,sensitivity,2025,W2024,2024,6760,6703,31,ESTIMABLE,,0.0014376672300783616,0.0005731102156647518,2.8849997558952565e-05,0.2458181138148241,0.5642342144133679,6703
strict_aerosol,AOI-01,MULTI_AOI,primary,2025,W2022_2023,2022;2023,24912,9601,34,ESTIMABLE,,0.0012197323830697296,0.0005359453060655543,0.00011944664619506003,0.42167366177145105,0.7160638775658889,9601
strict_aerosol,AOI-01,MULTI_AOI,sensitivity,2025,W2022_2023,2022;2023,20344,6703,34,ESTIMABLE,,0.0014929618661629438,0.0005257152102402956,-8.473620306657921e-05,0.18668874931451374,0.560354528883093,6703
strict_aerosol,AOI-01,MULTI_AOI,primary,2025,W2023_2024,2023;2024,26067,9601,35,ESTIMABLE,,0.0012197222847369214,0.0005606587153263471,0.0001550806834690873,0.4216832378190176,0.7103775184797825,9601
strict_aerosol,AOI-01,MULTI_AOI,sensitivity,2025,W2023_2024,2023;2024,18420,6703,31,ESTIMABLE,,0.0014636274748177293,0.0005558157025462144,-2.098946217508422e-05,0.21833537705974815,0.5603477384537657,6703
strict_aerosol,AOI-01,MULTI_AOI,primary,2025,W2022_2024,2022;2023;2024,35773,9601,34,ESTIMABLE,,0.0012242071713751306,0.0005445588729091199,0.00012805044105937416,0.4174225079664491,0.712916071686131,9601
strict_aerosol,AOI-01,MULTI_AOI,sensitivity,2025,W2022_2024,2022;2023;2024,26648,6703,31,ESTIMABLE,,0.0014736750620273724,0.0005418043033639217,-4.7939487998805254e-05,0.2075665149783139,0.5613570995976367,6703
strict_aerosol,AOI-02,MULTI_AOI,primary,2025,W2022,2022,4780,1735,34,ESTIMABLE,,0.05789036382436021,0.04468107976095543,0.009951496434065477,0.8760985081772599,0.9379718196852974,1735
strict_aerosol,AOI-02,MULTI_AOI,sensitivity,2025,W2022,2022,3091,730,30,ESTIMABLE,,0.08816456195187634,0.0656501939234754,0.029848858013425492,0.5309687435763981,0.7762087905020674,730
